state_abbrev,state_desc,county_name,tract_fips,total_population,lack_insurence_prev,binge_drinking_prev,high_bp_prev,cancer_prev,adult_asthma_prev,heart_disease_prev,routine_physical_prev,copd_prev,smoking_prev,diabetes_prev,high_chol_prev,physical_activity_prev,adult_obesity_prev,poor_sleep_prev,stroke_prev,geolocation
MD,Maryland,Frederick,24021751901,4272,7.2,18.7,25.5,5.3,9.3,3.6,73.4,3.7,10.9,7.1,31.3,15,30.7,30.2,1.7,POINT (-77.30058382 39.40186898)
MD,Maryland,Montgomery,24031700611,6352,8.3,11.5,22.8,4,6.8,2.9,71.4,2.3,7.1,6.9,30.9,14.2,16.8,30,1.5,POINT (-77.31914672 39.15776648)
MD,Maryland,Montgomery,24031703202,5584,8.9,12.3,29.5,7.6,7.8,5.4,74.7,4.2,7.5,8.1,36.4,14.7,20,27,2.4,POINT (-77.0946801 39.09603382)
MD,Maryland,Allegany,24001001900,2623,10.2,14.9,37.9,7.6,10.1,6.8,77.2,7.7,18,10.6,32.7,24.1,32.8,32.5,3.2,POINT (-78.9330114 39.61057906)
MD,Maryland,Baltimore City,24510270600,4605,10.3,18.1,35.7,5.6,10.6,4.6,78.9,4.9,16.4,10.4,30.4,19.8,33.6,37.6,2.8,POINT (-76.56600675 39.35832127)
MD,Maryland,Prince George's,24033807304,1928,19.3,12.3,34.5,5.8,8.7,5.6,74,5.2,11.8,12.1,34.9,24.4,31.8,35.8,3.1,POINT (-76.95936817 39.02503747)
MD,Maryland,Baltimore,24005401302,2650,11.8,12.8,40.3,6,11.3,5,81.2,4.8,14.6,11.7,30.3,25.4,37.7,39.4,3.5,POINT (-76.71572298 39.29456278)
MD,Maryland,Baltimore City,24510200500,3142,19.8,16.1,42.3,5.2,13.5,7.1,77.9,10.1,30.5,15,32.2,33.7,40.3,42.5,4.8,POINT (-76.65384565 39.28049396)
MD,Maryland,Montgomery,24031700311,6736,8.7,13.3,20.9,3.7,7.1,2.6,69.7,2.3,7.6,5.7,28,13.4,18.2,30.4,1.3,POINT (-77.25824556 39.23759099)
MD,Maryland,Prince George's,24033804002,3992,22.4,13.5,31.2,3.8,9.1,3.9,72.2,4.1,13.1,11.2,30,25.8,36.7,39.3,2.5,POINT (-76.9319573 38.94088734)
MD,Maryland,Calvert,24009860502,2936,9,16,31.4,6.5,9.9,5,74.8,5.6,15.2,8.9,34.5,18.8,34.9,35.3,2.4,POINT (-76.52762429 38.57752885)
MD,Maryland,Montgomery,24031701306,3064,7.2,13.2,28,7,7.8,4.8,74.2,3.9,7.3,7.4,36.2,13,19.8,26.8,2.1,POINT (-77.0948525 39.14067055)
MD,Maryland,Prince George's,24033801406,2768,13.7,11.2,39,4.8,10.4,4.2,79.1,4.4,13.2,12.5,31.4,23.6,39.1,43.3,3.1,POINT (-76.97744684 38.77739814)
MD,Maryland,Baltimore,24005411308,3546,7.3,15.4,31.7,7.4,8.9,5.1,76.3,4.7,11.6,7.9,34.3,18.1,27.5,29.7,2.3,POINT (-76.45284667 39.39260285)
MD,Maryland,Prince George's,24033803900,3593,31.6,14.3,28.5,3.2,9.2,3.8,68.3,4.4,15.3,10.7,28.4,30,36.5,38.8,2.5,POINT (-76.92195682 38.9492489)
MD,Maryland,Baltimore,24005490603,2253,6.1,13.4,33.8,9.8,8.3,6.1,78.6,4.5,8.4,7.9,35.8,16.7,24.7,26.4,2.6,POINT (-76.62231441 39.3792124)
MD,Maryland,Baltimore,24005408601,3760,7,14,34.7,9.3,8.5,6.3,78.2,5.1,10.1,8.6,36.5,18.4,26.1,27.6,2.7,POINT (-76.6148323 39.43877561)
MD,Maryland,Montgomery,24031706007,7166,6,10.9,29.5,7.9,7.2,5.2,76,3.7,5.8,8,38.7,12.7,17.5,25.3,2.2,POINT (-77.21303997 39.04566559)
MD,Maryland,Harford,24025303803,4981,8.5,15.6,33.6,7.1,9.7,5.9,77.7,5.9,13.6,8.7,33.4,18.9,31.2,30.6,2.6,POINT (-76.34382316 39.54421035)
MD,Maryland,Baltimore City,24510271102,4525,7.7,26.8,13.1,2.2,10.9,1.6,71.4,2.1,8.6,2.9,15.4,11,18.7,28.8,0.8,POINT (-76.61991196 39.34510675)
MD,Maryland,Harford,24025301602,7899,11.3,15.2,35.6,5.3,10.5,5,78.3,5.5,17.2,9.9,30.9,22.2,36.8,36.8,2.6,POINT (-76.27489486 39.43261013)
MD,Maryland,Baltimore City,24510160100,2388,18.6,12.6,53.3,5.8,14,8.7,83.5,10.4,28.3,22.1,34.6,37.1,46.5,46.4,7,POINT (-76.63630011 39.2980368)
MD,Maryland,Howard,24027601108,3746,7.4,15.2,22.8,4.1,8.3,2.6,71.8,2.7,9.2,5.7,27.2,14.1,24.5,31.9,1.4,POINT (-76.78632576 39.20203311)
MD,Maryland,Baltimore,24005405000,4446,7.5,15.3,34.4,8.3,9.2,6.1,77.1,5.7,12.4,8.7,36.4,18.9,28.8,29.1,2.7,POINT (-76.77168346 39.58915717)
MD,Maryland,Prince George's,24033800511,5111,10.2,12.4,34.3,5.7,9.4,4.2,77,4.1,10.4,10,32.7,18.3,33.8,37.7,2.5,POINT (-76.72940259 38.91127973)
MD,Maryland,Baltimore City,24510020100,1884,8.7,24.2,21.1,4,9.2,2.8,71.2,3,11.5,5,23.1,12.9,25.4,30.1,1.4,POINT (-76.58875439 39.28874914)
MD,Maryland,Frederick,24021751002,5329,9.7,16.4,30.1,6.2,9.7,4.9,75.3,4.8,12.2,9.2,32.5,19.7,31.9,32.1,2.4,POINT (-77.4300112 39.38348615)
MD,Maryland,Carroll,24013508101,4760,8.5,15.9,33.3,7.5,9.1,5.7,77.5,5.9,14.3,9,35.4,18.9,30.4,27.4,2.7,POINT (-76.83631969 39.63719518)
MD,Maryland,Baltimore,24005402604,5966,11.6,11.2,45.3,6.8,11.2,6.1,83,5.7,14.8,14.1,34.2,26.9,39,39,4,POINT (-76.7674541 39.37291751)
MD,Maryland,Prince George's,24033806900,4134,18.2,14,29.3,4.7,8.9,4.6,70.6,5.1,13.6,9.7,31.6,23.5,30.8,35.7,2.5,POINT (-76.91951032 39.01289044)
MD,Maryland,Frederick,24021752101,3173,6.8,17.3,29.4,6.4,9.3,4.6,75.4,4.5,10.8,8.6,35.7,15.8,30.8,29.8,2,POINT (-77.27745383 39.31298106)
MD,Maryland,Prince George's,24033805909,4261,15.7,14.6,25,2.8,9.1,2.6,70.9,2.9,11.4,7.2,23.6,20,31.5,38.3,1.7,POINT (-76.96052391 38.97767832)
MD,Maryland,Caroline,24011955400,2097,9.7,15.4,33.8,6.9,9.9,5.8,78.4,6.3,15.8,10.4,35.4,21.9,34.7,32.6,2.8,POINT (-75.81533274 38.78254556)
MD,Maryland,Cecil,24015031301,3477,10.2,16.4,36.6,6.7,9.6,6.1,73.9,7.1,19.4,9.9,35.4,24.8,37.8,35,2.8,POINT (-76.073422 39.65786674)
MD,Maryland,Prince George's,24033800411,4252,11.1,11.8,34.5,4.8,9.3,4,77.1,3.9,10.4,10.9,32.4,19.6,33.3,38.3,2.5,POINT (-76.81377251 39.02182518)
MD,Maryland,Baltimore,24005400900,1944,10.3,15,33.6,6.2,9.6,4.7,76.9,4.4,12.3,9.1,31.3,20.4,31.5,32.7,2.6,POINT (-76.74943029 39.27864269)
MD,Maryland,Anne Arundel,24003731204,6115,9,17.7,30.3,5.9,9,4.9,74.3,4.9,13.9,7.8,31.3,18.7,31.8,33.1,2.2,POINT (-76.55667582 39.12173489)
MD,Maryland,Harford,24025303603,6710,7.6,17.2,28.8,5.6,9.4,4.1,76,4.3,13,6.9,30.5,16.1,30.6,31,1.8,POINT (-76.3420296 39.55999519)
MD,Maryland,Baltimore,24005408703,5944,5.9,14.7,31.5,8.5,8.5,5.2,77.5,4.2,8.8,7.4,34.9,15.7,25.3,27,2.2,POINT (-76.64948622 39.44469347)
MD,Maryland,Montgomery,24031705300,1895,4.9,11.9,30,9,7.5,5.4,76.6,3.8,5.1,7.3,39.6,10.7,18.5,23.6,2.1,POINT (-77.07949462 38.96969586)
MD,Maryland,Charles,24017850711,4900,11.6,13.2,35.6,4.3,11,3.8,79.9,4.5,16.6,10.4,28.9,24.9,41.8,41.6,2.5,POINT (-76.9381917 38.62682458)
MD,Maryland,Frederick,24021751801,4201,7.3,18.2,27,5.8,9.3,4,74,4.1,11.3,7.6,32.5,15.6,30.8,30.5,1.8,POINT (-77.2611134 39.41040033)
MD,Maryland,Worcester,24047951000,4402,11.8,13.5,40.6,7.4,10,6.8,79,6.6,16.3,12.3,35,27.2,35.2,32.1,3.8,POINT (-75.20824299 38.32122009)
MD,Maryland,Charles,24017850906,4873,11.8,13.4,36.7,5.1,10.9,4.5,80.2,4.9,16.5,10.6,30.1,24.9,41.4,41,2.8,POINT (-76.90008975 38.59767078)
MD,Maryland,Baltimore City,24510040100,4006,7.2,22.3,18.7,2.3,9,1.8,71.6,1.9,9.2,4.4,18.4,12.2,23.9,31.8,1.1,POINT (-76.61489634 39.29040911)
MD,Maryland,Baltimore City,24510250102,2910,14.5,16.5,38.6,4.4,12.6,4.3,80.4,5.3,20.6,12.1,27.6,25,39.1,43.4,3.3,POINT (-76.69013921 39.27731982)
MD,Maryland,Harford,24025304102,3708,8.3,16,34.3,7.1,9.5,5.9,77.5,6.1,15.1,8.8,34.9,19.1,31.7,31.1,2.5,POINT (-76.49911177 39.6891384)
MD,Maryland,Baltimore,24005451100,2130,12,14.7,36.8,5.8,11.1,5.4,77.5,6,18.3,10.4,31.4,25.4,36.9,37.5,3.1,POINT (-76.44429603 39.2911942)
MD,Maryland,Baltimore,24005451300,3667,14.5,14.5,37.7,7.2,11.1,7.6,76.1,8.7,20.3,11.1,34.3,29.4,34.2,34.4,4,POINT (-76.45543767 39.34236005)
MD,Maryland,Harford,24025302802,4551,12.9,13.6,39.5,6.3,10.8,6.4,79.3,7.1,18.4,12.1,33,26.4,37.3,36.4,3.5,POINT (-76.18333462 39.5139394)
MD,Maryland,Montgomery,24031700829,3067,8.6,12.8,23.8,5,7.3,3.6,71,3.1,8,6.7,31.6,14.3,18.1,29.1,1.7,POINT (-77.21988968 39.12793996)
MD,Maryland,Prince George's,24033802104,2005,15.6,10.7,40.7,4.8,11.3,4.4,79.1,5.2,15.6,13.6,32,26.5,41.1,44.5,3.5,POINT (-76.87891345 38.83736429)
MD,Maryland,Baltimore,24005402305,1977,11.3,12.5,40.6,5.5,11.5,5.1,81.2,4.9,15.2,12,29.4,25.5,39.7,39.7,3.5,POINT (-76.7418432 39.35873453)
MD,Maryland,Baltimore,24005421101,3185,13,15.4,36.1,6.6,10.8,6.5,75.5,7.8,20.7,10.2,33.5,27.8,34.3,34.9,3.4,POINT (-76.51621239 39.25506021)
MD,Maryland,Montgomery,24031704805,1865,6.9,13.3,25.3,6.3,7.5,4.2,72.6,3,5.8,6.8,31.9,12.3,17.8,26,1.9,POINT (-77.09341378 38.98647798)
MD,Maryland,Frederick,24021767600,3200,9.6,16.6,32.9,7.1,9.8,6,75.4,6.3,14.3,10.1,36.7,20.5,32.5,31.1,2.7,POINT (-77.313026 39.54368255)
MD,Maryland,Howard,24027605505,6169,5.5,13,24.8,4.8,7.5,3,74.4,2.5,7.1,6.6,31.4,13.3,22.3,30.1,1.4,POINT (-76.91734682 39.20666813)
MD,Maryland,Baltimore,24005403201,3076,11.5,11.3,45,6.7,11.2,5.8,83,5.3,14.4,13.9,33.5,26.3,38.9,39.1,3.9,POINT (-76.72152928 39.35488691)
MD,Maryland,Prince George's,24033802408,1783,15,12.5,35.4,3.7,10.4,3.4,77.1,3.8,13.8,10.8,27.8,23,39.3,44.2,2.6,POINT (-76.91973757 38.86510172)
MD,Maryland,Baltimore,24005452500,3657,13.4,15.9,35.7,7.2,10.8,7.1,74.6,8.5,21.2,10.1,35,27.4,32.6,33.3,3.5,POINT (-76.47177388 39.26601627)
MD,Maryland,Prince George's,24033806710,5332,10.3,11.4,33.2,4.3,9.3,3.5,76.9,3.4,10.1,10.4,30.7,19.5,33.5,39.4,2.3,POINT (-76.87262839 38.98789596)
MD,Maryland,Baltimore City,24510270803,6268,12.2,14.4,42.2,6.2,11.8,5.4,82.8,5.4,16.3,13.6,30.5,24.2,36.6,40.5,3.9,POINT (-76.5797619 39.36279591)
MD,Maryland,Montgomery,24031701409,4361,9.4,11.1,30.9,6.7,7.8,5.2,75.2,4.3,8.4,9.2,36.2,16.9,20.1,29.4,2.6,POINT (-76.95146892 39.09923308)
MD,Maryland,Anne Arundel,24003702601,5629,6.2,16.4,30.8,6.8,8.5,4.8,76.8,4,9.3,7.7,32.9,14.8,30,30.6,2,POINT (-76.50282747 38.94138137)
MD,Maryland,Prince George's,24033803608,5776,17.3,11.8,37.3,4.9,9.9,4.7,76.8,4.6,12.4,12.9,32,24.6,37.4,40.4,3.3,POINT (-76.84716116 38.9561014)
MD,Maryland,Queen Anne's,24035810600,4910,7.7,14.8,37.4,8.4,9,6.5,75.4,6,13.2,10,35.6,17.9,29.9,29.8,2.8,POINT (-76.1388374 38.95951609)
MD,Maryland,Baltimore City,24510210100,2130,11.4,20,31.2,4,11.2,3.7,75.7,4.6,17.8,9.1,25.6,19.9,33.8,37.6,2.5,POINT (-76.62699412 39.27714168)
MD,Maryland,Prince George's,24033805801,4401,27.4,13,31.6,3.9,9.3,4.4,71.2,4.6,14,12.2,30.8,28.9,36.1,38.6,2.9,POINT (-76.96776278 38.97842329)
MD,Maryland,Harford,24025301201,1956,8.9,14.4,38.5,8.2,9.3,7.1,79.3,6.9,15.2,10.3,37.5,21.2,31.9,31,3,POINT (-76.35591295 39.45858087)
MD,Maryland,Wicomico,24045000100,5630,18.8,14,41.5,5.7,12.5,6.8,78.8,8.4,22.5,13.6,32.8,30.6,42.1,39.1,4.4,POINT (-75.58326986 38.37229648)
MD,Maryland,Carroll,24013514202,3487,7.3,16.6,31.2,6.9,9,4.9,77.2,5,12.8,8.3,34.9,16.4,29.8,27,2.2,POINT (-77.00022123 39.39144574)
MD,Maryland,Montgomery,24031702301,3720,21.3,13.8,26.9,3.6,9.4,3.9,69.7,4.5,14,8.8,27.9,23.2,27.5,34.6,2.4,POINT (-77.00436961 39.00007665)
MD,Maryland,Allegany,24001002000,5552,9.8,14,39.1,7.9,10.4,7.4,78.1,8.1,17.5,11.3,32.9,24.8,33.4,32.5,3.5,POINT (-78.88858268 39.55162124)
MD,Maryland,Montgomery,24031700500,6295,8.4,14.9,26.5,6.1,8.4,4.5,72.1,4.2,9.4,7,34.2,13.8,21.5,28.5,2,POINT (-77.42951179 39.13239042)
MD,Maryland,Montgomery,24031701006,5549,6.4,10.5,29.9,8.9,6.9,5.5,76.6,3.6,5.3,7.8,38,13.1,16.5,24.8,2.3,POINT (-77.18277423 39.08113587)
MD,Maryland,Baltimore,24005420702,2071,12.9,14.5,38.5,8.1,10.4,8.1,76,8.9,19.8,11.1,36.9,28.3,32.5,32.5,4,POINT (-76.52538777 39.27587909)
MD,Maryland,Montgomery,24031703403,3683,21.1,13.8,24.9,4.4,8,4.2,69,3.8,10.8,8.4,30.7,21.2,23.1,31.1,2.1,POINT (-77.06246457 39.06160544)
MD,Maryland,Montgomery,24031700817,5197,10,14,20.7,4,7.9,2.9,69,2.8,8.5,5.6,26.7,14.4,18.5,30.1,1.5,POINT (-77.19956421 39.10828627)
MD,Maryland,Prince George's,24033803516,4446,10.9,11.4,36,4.4,10.1,3.4,78.8,3.5,11,11,30.2,19.9,37.5,41.6,2.5,POINT (-76.81527196 38.95161289)
MD,Maryland,Prince George's,24033801805,2763,14.8,11.3,40.9,4.5,11,4.6,79.4,4.9,14.8,13.7,30.7,25.6,41.7,45,3.5,POINT (-76.95583223 38.84638626)
MD,Maryland,Howard,24027601104,5761,5.9,14,26.4,5.4,8.2,3.4,74.7,2.9,8,6.7,31.6,13.3,24.8,30.4,1.6,POINT (-76.7585048 39.22731733)
MD,Maryland,Montgomery,24031705902,4164,6,11.6,29.3,8,7.5,5.3,75.9,3.7,5.8,7.6,37.8,12.4,18.4,25.1,2.2,POINT (-77.14222369 38.97890094)
MD,Maryland,Baltimore City,24510280200,4828,11.7,13.8,46.6,6.3,11.9,6.3,84,5.9,16.8,16.2,32.3,25.2,39.6,41.7,4.6,POINT (-76.7014106 39.32753553)
MD,Maryland,Baltimore City,24510270903,4603,11.7,18.4,29.6,3.4,12.5,3.2,80.1,3.6,13.7,8.6,21.5,19.8,32.5,39.8,2.3,POINT (-76.58998844 39.34263057)
MD,Maryland,Allegany,24001000600,2965,10,13.4,39.8,8.5,10.6,7.8,79,8.2,16.3,11.6,32.7,25.1,32.7,32.3,3.8,POINT (-78.74102471 39.6374811)
MD,Maryland,Baltimore City,24510120202,6224,9.7,23.4,13.7,1.6,9.8,1.6,70.1,2.2,10.6,3,14.5,14.4,19.3,31.3,0.8,POINT (-76.6194457 39.32864486)
MD,Maryland,Howard,24027602100,7852,5.4,12.8,29.1,6.4,7.9,4.1,76.3,3.3,7.2,7.7,34.5,13.8,23.9,29.4,1.8,POINT (-76.83413187 39.30697513)
MD,Maryland,Montgomery,24031701206,6366,6.5,11.5,28,7.6,7,4.9,75.2,3.3,5.5,7.5,36.8,12.5,17.4,25.4,2,POINT (-77.16542431 39.04797814)
MD,Maryland,Baltimore City,24510260402,2648,16.5,15.9,40.6,4,13.6,4.7,80.3,6.5,25,13.6,27.3,29.6,42.2,45.4,3.9,POINT (-76.54122865 39.31678504)
MD,Maryland,Prince George's,24033807407,6260,12.9,12.1,30.9,4.9,8.3,3.9,74.5,3.5,9.5,9.8,31.8,19.3,29.5,36.1,2.3,POINT (-76.92392732 39.06669024)
MD,Maryland,Montgomery,24031701220,3973,6.4,11.1,26.5,6.1,6.9,4.1,74.2,3,6.1,7.5,36,13.2,16.5,27,1.8,POINT (-77.20670381 39.0701495)
MD,Maryland,Prince George's,24033802204,6376,13.4,10.6,41.9,5.3,10.5,4.7,80.5,4.6,12.9,13.9,32.8,24.1,39.8,43.3,3.5,POINT (-76.86104492 38.87216913)
MD,Maryland,Somerset,24039930600,3053,15.1,12.2,46.5,7.4,12.1,8.9,79.9,10.9,24.1,15.8,39.2,35.2,40.4,36.7,5.1,POINT (-75.86123259 37.99756256)
MD,Maryland,Baltimore,24005411302,3310,9.1,15.9,31.2,6.4,9.3,5,75,5,14.2,8.1,32.1,20.3,29,31.8,2.4,POINT (-76.40633197 39.39180643)
MD,Maryland,Anne Arundel,24003708004,5485,10.4,15.3,37.8,7.1,9.6,6.8,77,6.9,16.3,11,35.5,23.4,34.9,34.7,3.2,POINT (-76.65264637 38.79618004)
MD,Maryland,Baltimore,24005410100,6029,5.6,15.5,31.4,8,8.7,5,77.2,4.3,9.3,7.5,35.6,15.1,26.6,27.3,2.1,POINT (-76.58689253 39.55694728)
MD,Maryland,Calvert,24009861004,7234,10.1,17.8,27,4.7,10.1,3.7,72.4,4.6,16.6,7.3,28.9,18.9,35.9,37.3,2,POINT (-76.41109186 38.36496215)
MD,Maryland,Worcester,24047951500,4951,13.6,12.7,44.4,6.9,11.2,7.5,79.7,8.5,20.7,14.7,35.8,31.9,39.5,34.9,4.5,POINT (-75.58984068 38.03736894)
MD,Maryland,Prince George's,24033800206,3989,11.7,12.9,31.2,4,9.7,3.1,76.1,3.3,10.8,9.1,28.4,18.7,34.5,39.5,2.1,POINT (-76.83106932 39.04803006)
MD,Maryland,Baltimore,24005401102,962,12.9,11.7,42.3,6.2,11.2,6,81.4,5.7,15.3,13.6,32.4,28.2,36.6,38.2,4,POINT (-76.73062519 39.31105058)
MD,Maryland,Anne Arundel,24003750900,3066,11,16,35.4,7.2,9.4,6.7,75.9,6.7,15.5,10,34.3,22.9,33.2,33.9,3.1,POINT (-76.6285362 39.16683664)
MD,Maryland,Baltimore City,24510151300,4546,18.9,13.2,49.9,5.1,14.7,7.4,82.9,9.7,28.6,20,31.9,36.4,46.4,46.8,6.3,POINT (-76.66612801 39.33784248)
MD,Maryland,Montgomery,24031703214,6713,22.8,12.3,30.4,3.8,10.6,4.5,71.7,5.5,17,10.3,28.7,27.3,30.3,37.7,3,POINT (-77.06686553 39.08496416)
MD,Maryland,Montgomery,24031703212,7692,13.5,11.6,30.4,5.3,8.6,4.8,73.8,4.5,10.6,9.7,33.3,19.7,23.7,32.3,2.6,POINT (-77.03636914 39.0780656)
MD,Maryland,Baltimore,24005411410,4554,8.7,16.3,29.4,6,9.2,4.3,74.7,4.5,13.1,7.4,31.4,19.2,28,31.3,2.1,POINT (-76.48879767 39.40286216)
MD,Maryland,Washington,24043010801,4516,10,13.1,39.4,9.5,9.9,8.2,79.5,7.5,16.2,10.9,36.4,26.5,32.9,31.9,3.6,POINT (-77.82504511 39.61672927)
MD,Maryland,Montgomery,24031700104,5356,11.5,13.2,27.5,5.1,8.9,4.2,72.6,4.2,10.5,8,32,17,23.9,31.6,2.2,POINT (-77.17656363 39.19093896)
MD,Maryland,Baltimore,24005404502,3743,13.1,14.4,35.5,5.8,11.1,5.5,76.7,6.6,18.4,10.5,31.8,26.9,35.7,36,3.1,POINT (-76.80502084 39.44674391)
MD,Maryland,Frederick,24021752204,5855,7.7,17.4,24.1,4.6,8.5,3.1,73.1,3,9.6,6.9,29.7,15.1,28.4,30.6,1.5,POINT (-77.35321674 39.34153419)
MD,Maryland,Montgomery,24031700607,8001,6.6,10.6,24.5,4.7,6.5,3.4,72.9,2.6,6.2,7.5,34.2,13.8,15.5,28.4,1.6,POINT (-77.22583449 39.09116489)
MD,Maryland,Prince George's,24033803523,3625,10.5,10.1,43.2,5.6,10,4.7,81.7,4.2,10.6,14.4,34.9,21.3,38.7,41.7,3.4,POINT (-76.81557736 38.91304576)
MD,Maryland,Baltimore,24005491402,3110,12.1,13.9,37,5.9,10.9,5.1,78.9,5.2,15.6,10.3,30.3,25,36.1,37.3,3.1,POINT (-76.56371151 39.3784698)
MD,Maryland,Montgomery,24031701505,6771,13.9,12,31,5.3,9.3,5,74.3,4.6,11.1,9.6,31.4,20,25.4,33.3,2.8,POINT (-76.99147815 39.02882319)
MD,Maryland,Prince George's,24033800212,4199,10,11,33.5,5.4,8.5,4,77.1,3.4,8.3,10.7,32.5,18.2,29.6,36.4,2.5,POINT (-76.88019245 39.0792307)
MD,Maryland,Dorchester,24019970400,3305,12.1,13.7,38.2,7.5,10.5,6.8,80.3,7.7,16.6,12.2,33.6,25.7,37.4,32.7,3.5,POINT (-76.06248192 38.56577044)
MD,Maryland,Prince George's,24033804300,3452,20.8,12.3,38.5,4,10.7,4.7,75.7,5.3,16.7,13.8,30.8,28.5,41.5,43.9,3.5,POINT (-76.93021256 38.92576615)
MD,Maryland,Baltimore,24005440800,2837,10.8,15.2,30,4.9,9.7,4.2,75,4.4,14.6,8,28.6,22,30,34.6,2.3,POINT (-76.49956911 39.36330585)
MD,Maryland,Baltimore,24005440500,3164,9.4,15.7,33.6,8,9.3,6,76.2,5.7,14.2,8.4,33.9,21.4,29.1,30.8,2.8,POINT (-76.50997411 39.3565288)
MD,Maryland,Prince George's,24033801309,3408,9.2,10.1,41.8,7.2,9.2,5.6,81,4.5,8.9,13.3,37.5,18.9,34.3,37,3.3,POINT (-77.01227523 38.71006861)
MD,Maryland,Baltimore,24005451600,1956,10.4,15,36.7,8.6,9.7,7.2,76.6,7.3,15.7,9.7,37.2,23.2,29.5,30.5,3.3,POINT (-76.41850445 39.32722237)
MD,Maryland,Baltimore,24005430200,2852,12.6,15.3,34.4,6.8,10.6,6.2,75.4,7.1,18.7,9.4,33.2,26,31.9,33.7,3.1,POINT (-76.65653302 39.24834726)
MD,Maryland,Baltimore,24005402302,4990,11.5,11.9,41.6,5.7,11.3,5,82,4.6,14.4,12.3,30.6,25.4,38.8,39.8,3.5,POINT (-76.77712081 39.35290601)
MD,Maryland,Prince George's,24033801409,2752,17.3,9.8,44.5,6.1,10.4,6.4,79.5,6.2,14.3,16.5,36.3,28.7,38.4,41.9,4.5,POINT (-76.98398866 38.78695998)
MD,Maryland,Baltimore City,24510170200,3145,20.1,12.5,52.2,5.1,15.7,8.7,82.7,12.4,33.3,22.7,33.1,41.6,48.8,47.7,7.6,POINT (-76.6257019 39.30111841)
MD,Maryland,Baltimore,24005403500,4958,6.3,14.1,32.6,8.5,8.4,5.7,77.7,4.3,8.7,7.9,34.3,16.6,25.5,27.4,2.4,POINT (-76.69785881 39.37746045)
MD,Maryland,Baltimore City,24510150900,3344,12.9,13.7,47.3,6.3,12.2,6.5,84,6.3,18.1,16.7,32.5,26.8,39.9,42.3,4.9,POINT (-76.68392715 39.314071)
MD,Maryland,Prince George's,24033801908,3363,15.9,12,36.4,3.7,11.2,3.5,77.9,4.2,15.2,11.2,27.7,24.8,40.3,45.3,2.8,POINT (-76.94413774 38.84464986)
MD,Maryland,Baltimore,24005430101,4221,18.6,16.1,30.3,4,11.4,4.2,73.2,5.7,20.8,8.4,26.4,28.8,35.6,37.3,2.5,POINT (-76.64505301 39.23757668)
MD,Maryland,Howard,24027602600,7113,9.5,10.8,30,5.8,7.8,4.8,75,4,9.7,8.8,31.6,20.2,23.3,32.8,2.4,POINT (-76.80761666 39.29221978)
MD,Maryland,Washington,24043000100,3168,9.8,14.5,35.7,6.9,10.7,6.2,77.7,6.8,18.2,10.2,33.7,24.6,36,33.8,2.9,POINT (-77.69993806 39.65551822)
MD,Maryland,Worcester,24047950100,1728,8.3,14.3,40.1,9.3,8.3,7.3,78.8,6.5,12.7,10.9,40.4,21.1,30.2,26.6,3.1,POINT (-75.06538542 38.39295626)
MD,Maryland,Montgomery,24031703207,5646,22.5,12.1,30.1,4.7,9.6,5.3,71.5,5.7,14.3,10.5,31.1,26,27.4,34,3.1,POINT (-77.03695151 39.05529301)
MD,Maryland,Prince George's,24033805201,4270,27.3,12,37,4.2,10.2,5.4,73.7,5.7,16.2,14.8,31.5,32.2,40.8,41.4,3.9,POINT (-76.99544424 38.9663987)
MD,Maryland,Carroll,24013507704,6165,9.1,18.5,26.3,5.2,9.3,3.7,74.2,4.3,14.7,6.7,29.5,16.8,29.9,28.4,1.8,POINT (-77.03282397 39.58579112)
MD,Maryland,Anne Arundel,24003731102,7750,5.9,17.4,28.6,6.6,8.4,4.4,75.6,3.8,9,6.9,32.2,13.7,28.6,29.5,1.8,POINT (-76.47560122 39.04999989)
MD,Maryland,Baltimore,24005403803,3131,5.2,12.3,37.6,11.2,8.2,7,80.9,4.8,7.2,9,39.4,16.1,24.6,25,2.8,POINT (-76.6922253 39.39141433)
MD,Maryland,Washington,24043010300,7454,8.7,14,35.6,8,9.7,6.4,78.6,5.8,14,9.8,34.9,21.7,32.4,31.4,2.8,POINT (-77.7119847 39.69727779)
MD,Maryland,Baltimore,24005452000,2556,11.8,14.5,39.1,8.6,10,7.8,77,8,17.9,10.9,36.9,27.1,31.5,32.2,3.9,POINT (-76.44786223 39.23977982)
MD,Maryland,Baltimore,24005450504,5733,14.6,15.1,33.1,4.2,12.1,4.1,76.8,5.2,19.3,9,26.1,26.7,37.7,39.7,2.7,POINT (-76.44543962 39.3026831)
MD,Maryland,Anne Arundel,24003751103,5865,10.6,16.7,33.7,6.9,9.3,6.2,75.2,6.2,15.4,9,33.6,21.7,32.1,33.6,2.8,POINT (-76.5938401 39.17120657)
MD,Maryland,Frederick,24021751302,3060,9.3,15.6,35.6,7.7,9.6,6.7,76.5,6.8,14.7,11.2,38.8,21.4,33.2,31.2,3,POINT (-77.42721639 39.54389092)
MD,Maryland,Anne Arundel,24003706700,4890,11.5,27.9,9.6,0.8,8.5,0.9,65.6,1.4,8.2,1.3,10.3,13,20.5,30.4,0.4,POINT (-76.48899137 38.98518515)
